EIId,EIGroup,BloombergID,ReleaseName,Country,Description,ReleaseTime,Frequency,Source,Begin,QuoteUnits,Significance,DateLastDownload,StdDev,LocalTimeZone
1471,1421,GDPCPCEC Index,US GDP PCE CORE Px Adv,US,Seasonally adjusted at annual rates.  The GDP personal consumption price index is the price index for personal consumption expenditures from the GDP report.  It is an inflation gauge and is basically the difference between current dollar PCE and chained dollar PCE.,08:30,Quarterly,Bureau of Economic Analysis,1959-06-30 12:00:00 AM,% CHANGE,1,2016-01-08 12:28:26 PM,"0,332880944013596",US/Eastern
1472,1435,PCE CMOM Index,US PCE CORE MoM,US,Personal consumption expenditures by major type of product.,08:30,Monthly,Bureau of Economic Analysis,1959-02-28 12:00:00 AM,% CHANGE,1,2016-01-08 12:28:28 PM,"0,0477826967835426",US/Eastern
1473,1435,PCE CYOY Index,US PCE CORE YoY,US,Personal consumption expenditures by major type of product.,08:30,Monthly,Bureau of Economic Analysis,1960-01-31 12:00:00 AM,100=2009,1,2016-01-08 12:28:30 PM,"0,307473391294479",US/Eastern
1474,1435,PCE DEFY Index,US PCE Dfltr YoY,US,"Personal consumption expenditures by major type of product.                     To see this index with a base year as 2000, please refer to the ticker PCE DEY0",08:30,Monthly,Bureau of Economic Analysis,1960-01-31 12:00:00 AM,% CHANGE,1,2016-01-08 12:28:32 PM,"0,434569716453552",US/Eastern
1475,1421,GDPCTOT% Index,US Personal Consumption Adv,US,"Seasonally adjusted at annual rates.                                            History is stored independently for quarterly and yearly frequencies.           HP values for these frequencies may not match each other. Note that when only one frequency is stored in history, for the other frequencies, history is derived from that of the stored frequency.  For example, HP W, HP M, HP Q and HP Y will derive data from HP D when only daily history is stored; HP Q and HP Y will derive data from HP M when only monthly history is stored. As another example, if both daily and monthly are stored, HP W will derive data from HP D, while HP Q and HP Y will derive data from HP M and so on.",08:30,Quarterly,Bureau of Economic Analysis,1947-06-30 12:00:00 AM,% CHANGE,1,2016-01-08 12:28:33 PM,"0,869482576847076",US/Eastern
1476,1476,FDIDSGMO Index,US PPI CORE MoM,US,,08:30,Monthly,Bureau of Labor Statistics,2010-05-31 12:00:00 AM,2009=100,1,2016-01-08 12:28:35 PM,"0,240552723407745",US/Eastern
1477,1476,FDIUSGYO Index,US PPI CORE YoY,US,,08:30,Monthly,Bureau of Labor Statistics,2010-11-30 12:00:00 AM,2009=100,1,2016-01-08 12:28:37 PM,"0,296954244375229",US/Eastern
1478,1476,FDIDFDMO Index,US PPI MoM,US,,08:30,Monthly,Bureau of Labor Statistics,2009-12-31 12:00:00 AM,2009=100,1,2016-01-08 12:28:39 PM,"0,276125073432922",US/Eastern
1479,1476,FDIUFDYO Index,US PPI YoY,US,,08:30,Monthly,Bureau of Labor Statistics,2010-11-30 12:00:00 AM,2009=100,1,2016-01-08 12:28:41 PM,"0,280949831008911",US/Eastern
1480,1480,RCHSINDX Index,US Richmond Mfg Index MoM,US,"*The Manufacturing Index is a guage of broad activity in the District's manufacturing sector. It is a composite index representing a weighted average of the shipments (33 percent), new orders (40 percent) and employment (27 percent) indexes.",10:00,Monthly,Richmond Fed,1993-01-31 12:00:00 AM,% CHANGE,1,2016-01-08 12:28:42 PM,"7,30641841888428",US/Eastern
1481,1440,SPCS20SM Index,US SP CS HPI MoM C20 SA,US,"These indices are not inflation adjusted. There are three composite S&P/Case-Shiller Home Price Indices, one comprised of price changes within all 20 metropolitan markets for which MacroMarkets LLC and S&P have launched an index (the S&P/Case-Shiller Composite-20 Home Price Index), and another comprised of price changes within the following subset of 10 metropolitan markets (the S&P/Case-Shiller Composite-10 Home   Price Index):: Boston, Chicago, Denver, Las Vegas, Los Angeles, Miami, New York, San Diego, San Francisco, and Washington DC. In addition to those 10 markets, the S&P/Case-Shiller Composite-20 Home Price Index reflects price changes for Atlanta, Charlotte, Cleveland, Dallas, Detroit, Minneapolis, Phoenix, Portland, Seattle, and Tampa.  Please see http://www.macromarkets.com/csi_housing/market_definitions.shtml for more info.  On a quarterly basis the S&P/ Case-Shiller US National is also released. It is the broadest national measurement of home prices, with coverage going be",09:00,Monthly,S&P/Case-Shiller,2000-02-29 12:00:00 AM,% CHANGE,1,2016-01-08 12:28:44 PM,"0,297737807035446",US/Eastern
1482,1440,SPCSUSAY Index,US SP CS HPI YoY,US,"These indices are not inflation adjusted. There are three composite S&P/Case-Shiller Home Price Indices, one comprised of price changes within all 20 metropolitan markets for which MacroMarkets LLC and S&P have launched an index (the S&P/Case-Shiller Composite-20 Home Price Index), and another comprised of price changes within the following subset of 10 metropolitan markets (the S&P/Case-Shiller Composite-10 Home   Price Index):: Boston, Chicago, Denver, Las Vegas, Los Angeles, Miami, New York, San Diego, San Francisco, and Washington DC. In addition to those 10 markets, the S&P/Case-Shiller Composite-20 Home Price Index reflects price changes for Atlanta, Charlotte, Cleveland, Dallas, Detroit, Minneapolis, Phoenix, Portland, Seattle, and Tampa.  Please see http://www.macromarkets.com/csi_housing/market_definitions.shtml for more info.  On a quarterly basis the S&P/ Case-Shiller US National is also released. It is the broadest national measurement of home prices, with coverage going be",09:00,Monthly,S&P/Case-Shiller,1988-01-31 12:00:00 AM,% CHANGE,1,2016-01-08 12:28:46 PM,"1,99725103378296",US/Eastern
1483,1469,FRNTTNET Index,US Net TIC Flows Total,US,Represents the sum of US Net Private Transaction & Net Official in other words FRNTTPVT index + FRNTTOFF index,16:00,Monthly,US Treasury,1978-05-31 12:00:00 AM,BILLIONS,1,2016-01-08 12:28:48 PM,"86,1309585571289",US/Eastern
1484,1484,COSTNFR% Index,US Unit Labor Costs Prelim,US,Non-financial data is on a 1 quarter lag,08:30,Quarterly,Bureau of Labor Statistics,1947-06-30 12:00:00 AM,% CHANGE,1,2016-01-08 12:28:49 PM,"5,20888471603394",US/Eastern
1485,1485,AMSPPACE Index,US Fed Pace of MBS Purchases,US,AMSPPACE Index tracks the Federal Reserve's purchase and sale of agency mortgage-backed securities announced during the Federal Open Market Committee  (FOMC) Meeting.,,Monthly,Federal Reserve,2012-09-30 12:00:00 AM,$ Billion,1,2016-01-08 12:28:51 PM,0,US/Eastern
1486,1485,TREFPACE Index,US Fed Pace of Treasury Purchases,US,The Federal Reserve is buying Treasuries as part of the central bank's effort to reduce consumer lending rates.                                                 TREFPACE Index tracks the Federal Reserve's outright purchase of government debt announced during the Federal Open Market Committee  (FOMC) Meeting.,23:59,Monthly,Federal Reserve,2012-12-31 12:00:00 AM,Billions,1,2016-01-08 12:28:53 PM,"2,18630313873291",US/Eastern
1487,1487,CONSSENT Index,US UoM Sentiment Final,US,This release is frequently released early. It can come out as early as 9:55am EST. The official release time is 10:00.                                          Base year 1966=100.  A survey of consumer attitudes concerning both the present situation as well as expectations regarding economic conditions conducted by the University of Michigan. For the preliminary release approximately three hundred consumers are surveyed while five hundred are interviewed for the final figure. The level of consumer sentiment is related to the strength of consumer spending. Please note that this report is released twice per month. The first is a preliminary figure while the second is the final (revised) figure. HP only shows the final values for previous months while ECO <GO> includes every release.  This may account for discrepancies between the 'Prior' column and HP.,10:00,Monthly,University of Michigan,1978-01-31 12:00:00 AM,,2,2016-01-08 12:28:55 PM,"1,43525803089142",US/Eastern
1488,1488,MPMIUSMA Index,US PMI Mfg Final,US,,09:45,Monthly,Markit,2013-01-31 12:00:00 AM,,1,2016-01-08 12:28:56 PM,"0,458179622888565",US/Eastern
1489,1424,FDTRFTRL Index,US FOMC Rate Minimum,US,"At the Dec. 16th, 2008 meeting the Federal Reserve cut the main U.S. interest rate to 'a target range' between zero and 0.25. Daily indications of the Federal Funds Rate expected to be consistent with the degree of reserve pressure.  During the period of October 19, 1987 through November 3, 1987 there was no formal expected Federal Funds Rate indicated.  Annualized based on a 360 day year.        The federal funds rate is the short-term interest rate targeted by the Federal Reserve's Federal Open Market Committee (FOMC) as part of its monetary policy. In December 2008, the target 'fed funds' level was replaced by a target range, and this ticker represents the lower bound of that range, while the ticker {FDTR Index DES<GO>} provides the upper bound of that range.",14:00,Intraday,Federal Reserve,1971-01-01 12:00:00 AM,,1,2016-01-08 12:28:58 PM,"0,0382390134036541",US/Eastern
1492,1492,JOLTTOTL Index,US Job Openings by Industry,US,"Job Openings and Labor Turnover includes the number and rate of job openings,   hires and separations for the nation, by industry and geographic region.",10:00,Monthly,Bureau of Labor Statistics,2000-12-31 12:00:00 AM,Thousand,2,2016-01-08 12:29:00 PM,"1376,32641601563",US/Eastern
1493,1495,GDP PIQQ Index,US GDP Px Indx Dfltr Prelim,US,This index tracks the percent change for GDP price index and is seasonally adjusted at annual rates.,08:30,Quarterly,Bureau of Economic Analysis,1947-06-30 12:00:00 AM,% CHANGE,1,2016-01-08 12:29:02 PM,"0,61622816324234",US/Eastern
1494,1494,GDP CQOQ Index,US GDP Final QoQ,US,"GDP equals the total income of everyone in the economy or the total expenditure on the economy's goods and services.  GDP includes only the value of final goods and services.  Chain weighted (Real) GDP measures the value of goods and services at constant dollar prices.  The base year changes continuously over time.  For example, 1995 prices measure real growth from 1995-1996.  The figures are then linked to form a 'chain' that can compare goods and services in any two years.  Chain weighted figures never let prices get too far out of date. The GDP data is released with an Advanced Release, then a Second Release, followed  by the Third Release.                                                                     History is stored independently for quarterly and yearly frequencies.           HP values for these frequencies may not match each other. Note that when only one frequency is stored in history, for the other frequencies, history is derived from that of the stored frequency.  For",08:30,Quarterly,Bureau of Economic Analysis,1947-06-30 12:00:00 AM,% CHANGE,2,2016-01-08 12:29:04 PM,"1,33761167526245",US/Eastern
1495,1495,GDP CQOQ Index,US GDP Prelim QoQ,US,"GDP equals the total income of everyone in the economy or the total expenditure on the economy's goods and services.  GDP includes only the value of final goods and services.  Chain weighted (Real) GDP measures the value of goods and services at constant dollar prices.  The base year changes continuously over time.  For example, 1995 prices measure real growth from 1995-1996.  The figures are then linked to form a 'chain' that can compare goods and services in any two years.  Chain weighted figures never let prices get too far out of date. The GDP data is released with an Advanced Release, then a Second Release, followed  by the Third Release.                                                                     History is stored independently for quarterly and yearly frequencies.           HP values for these frequencies may not match each other. Note that when only one frequency is stored in history, for the other frequencies, history is derived from that of the stored frequency.  For",08:30,Quarterly,Bureau of Economic Analysis,1947-06-30 12:00:00 AM,% CHANGE,2,2016-01-08 12:29:05 PM,"1,33761167526245",US/Eastern
1496,1494,GDPCTOT% Index,US Personal Consumption Final,US,"Seasonally adjusted at annual rates.                                            History is stored independently for quarterly and yearly frequencies.           HP values for these frequencies may not match each other. Note that when only one frequency is stored in history, for the other frequencies, history is derived from that of the stored frequency.  For example, HP W, HP M, HP Q and HP Y will derive data from HP D when only daily history is stored; HP Q and HP Y will derive data from HP M when only monthly history is stored. As another example, if both daily and monthly are stored, HP W will derive data from HP D, while HP Q and HP Y will derive data from HP M and so on.",08:30,Quarterly,Bureau of Economic Analysis,1947-06-30 12:00:00 AM,% CHANGE,1,2016-01-08 12:29:07 PM,"0,869482576847076",US/Eastern
1497,1495,GDPCTOT% Index,US Personal Consumption Prelim,US,"Seasonally adjusted at annual rates.                                            History is stored independently for quarterly and yearly frequencies.           HP values for these frequencies may not match each other. Note that when only one frequency is stored in history, for the other frequencies, history is derived from that of the stored frequency.  For example, HP W, HP M, HP Q and HP Y will derive data from HP D when only daily history is stored; HP Q and HP Y will derive data from HP M when only monthly history is stored. As another example, if both daily and monthly are stored, HP W will derive data from HP D, while HP Q and HP Y will derive data from HP M and so on.",08:30,Quarterly,Bureau of Economic Analysis,1947-06-30 12:00:00 AM,% CHANGE,1,2016-01-08 12:29:09 PM,"0,869482576847076",US/Eastern
1498,1494,GDPCPCEC Index,US GDP PCE CORE Px Final,US,Seasonally adjusted at annual rates.  The GDP personal consumption price index is the price index for personal consumption expenditures from the GDP report.  It is an inflation gauge and is basically the difference between current dollar PCE and chained dollar PCE.,08:30,Quarterly,Bureau of Economic Analysis,1959-06-30 12:00:00 AM,% CHANGE,1,2016-01-08 12:29:11 PM,"0,332880944013596",US/Eastern
1499,1495,GDPCPCEC Index,US GDP PCE CORE Px Prelim,US,Seasonally adjusted at annual rates.  The GDP personal consumption price index is the price index for personal consumption expenditures from the GDP report.  It is an inflation gauge and is basically the difference between current dollar PCE and chained dollar PCE.,08:30,Quarterly,Bureau of Economic Analysis,1959-06-30 12:00:00 AM,% CHANGE,1,2016-01-08 12:29:13 PM,"0,332880944013596",US/Eastern
2801,1438,RSTAXAG% Index,US RS ex Auto & Gas,US,"Adjusted for seasonal variation, for holiday and trading day differences, but not for price changes.",08:30,Monthly,U.S. Census Bureau,1992-02-29 12:00:00 AM,% CHANGE,1,2016-01-08 12:29:15 PM,"0,397613346576691",US/Eastern
2802,2802,COSTNFR% Index,US Unit Labor Costs Revised,US,Non-financial data is on a 1 quarter lag,08:30,Quarterly,Bureau of Labor Statistics,1947-06-30 12:00:00 AM,% CHANGE,1,2016-01-08 12:29:16 PM,"5,20888471603394",US/Eastern
2803,2803,ECI SA%  Index,US Employment Cost Index,US,"On April 26, 2006 the Employment Cost Index was rebased to December 2005=100.  The series was also moved to the 2002 North American Industry Classification System (NAICS) from the the 1987 Standard Industrial Classification (SIC) system.  Data was only provided back to 2001 so all previous SIC data can be found by typing {ALLX ECIS <Go>}.  The ECI is a measure of the change in cost of labor free from the influence of employment shifts among occupations and industries.  The compensation series includes changes in wages and salaries and employer costs for employee benefits.  The wage and salary series and the benefit cost series provides the change for the 2 components of compensation.  Wages and salaries are defined as the straight-time earnings divided by hours.  Straight-time wages are total earnings before payroll deductions, excluding premium pay such as overtime, holiday pay, or bonuses.  Production bonuses, incentives, commission, and cost of living adjustments are included in str",08:30,Quarterly,Bureau of Labor Statistics,1996-12-31 12:00:00 AM,% CHANGE,2,2016-01-08 12:29:18 PM,"0,156331136822701",US/Eastern
2804,2804,CEJJTEND Index,USDA WASDE Corn Est. End Stock,US,SECTOR DESCRIPTION: This data represents the USDA's 'World Agricultural Supply and Demand Estimates' report. USDA's initial assessment of U.S. and world crop supply and demand prospects. Current data represents the most recent forecast.<P>SOURCE: http://www.usda.gov/oce/commodity/wasde/<P>UPDATE INFO: Data updates on a monthly basis - The report is released around the 11th of each month to revise annual data.<P>CALCULATIONS: Data is taken directly from the source without any manipulation.<P>SOURCE METHODOLOGY: N/A<P>HISTORICAL CONSIDERATIONS: N/A<P>DATA DISCOVERY: Please see {ALLX CEJJ <GO>}<P>RELATED SECTORS/FUNCTIONS: N/A,23:59,Monthly,United States Department of Ag,2012-05-31 12:00:00 AM,Million Bushels,1,2016-01-08 12:29:20 PM,"754,270874023438",US/Eastern
2805,2805,SEJJTEND Index,USDA WASDE Soybean Est. End Stock,US,SECTOR DESCRIPTION: This data represents the USDA's 'World Agricultural Supply and Demand Estimates' report. USDA's initial assessment of U.S. and world crop supply and demand prospects. Current data represents the most recent forecast.<P>SOURCE: http://www.usda.gov/oce/commodity/wasde/<P>UPDATE INFO: Data updates on a monthly basis - The report is released around the 11th of each month to revise annual data.<P>CALCULATIONS: Data is taken directly from the source without any manipulation.<P>SOURCE METHODOLOGY: N/A<P>HISTORICAL CONSIDERATIONS: N/A<P>DATA DISCOVERY: Please see {ALLX CEJJ <GO>}<P>RELATED SECTORS/FUNCTIONS: N/A,23:59,Monthly,United States Department of Ag,1975-04-30 12:00:00 AM,Million Bushels,1,2016-01-08 12:29:22 PM,"118,270721435547",US/Eastern
2806,2806,WEJJTEND Index,USDA WASDE Wheat Est. End Stock,US,"SECTOR DESCRIPTION: This data represents the USDA's 'World Agricultural Supply and Demand Estimates' report. USDA's initial assessment of U.S. and world crop supply and demand prospects. Current data represents the most recent forecast.<P>SOURCE: http://www.usda.gov/oce/commodity/wasde/<P>UPDATE INFO: Data updates on a monthly basis - The report is released around the 11th of each month to revise annual data.<P>CALCULATIONS: Data is taken directly from the source without any manipulation.<P>SOURCE METHODOLOGY: N/A<P>HISTORICAL CONSIDERATIONS: N/A<P>DATA DISCOVERY: Please see {ALLX CEJJ <GO>}<P>RELATED SECTORS/FUNCTIONS: N/A         The ticker {WEJJTEND Index <GO>} was created a few years ago to capture the estimates for the prior crop year. The WASDE starts the new year of forecasts in May of each year. This ticker only has data for the 3 months May, June, and July. Ticker {WUSETWES Index <GO>} is the old ticker that projects Wheat Use for the new crop year. Thus at this time 2014-2015",23:59,Monthly,United States Department of Ag,2012-05-31 12:00:00 AM,Million Bushels,1,2016-01-08 12:29:24 PM,"375,610595703125",US/Eastern
2807,2807,CUSEENDS Index,USDA WASDE Corn End Stock,US,SECTOR DESCRIPTION: This data represents the USDA's 'World Agricultural Supply and Demand Estimates' report. USDA's initial assessment of U.S. and world crop supply and demand prospects. Current data represents the most recent forecast.<P>SOURCE: http://www.usda.gov/oce/commodity/wasde/<P>UPDATE INFO: Data updates on a monthly basis - The report is released around the 11th of each month to revise annual data.<P>CALCULATIONS: Data is taken directly from the source without any manipulation.<P>SOURCE METHODOLOGY: N/A<P>HISTORICAL CONSIDERATIONS: N/A<P>DATA DISCOVERY: Please see {ALLX CEJJ <GO>}<P>RELATED SECTORS/FUNCTIONS: N/A,12:00,Monthly,United States Department of Ag,1973-09-30 12:00:00 AM,million bushels,1,2016-01-08 12:29:26 PM,"217,965209960938",US/Eastern
2808,2808,SUSEENDS Index,USDA WASDE Soybean End Stock,US,"All of the tickers within sector SUSE {ALLX SUSE <go>} reflect the Projected numbers for the next market year from the WASDE monthly report. The table within the report is named World Soybean Supply and Use and the individual categories are Beginning Stocks, Production, Imports, Domestic Crush, Domestic Total, Exports, and Ending Stocks. The tail following SUSE denotes what the ticker reflects. Thus SUSEPROD is for Soybean Production.",12:00,Monthly,United States Department of Ag,1990-01-31 12:00:00 AM,Million Bushels,1,2016-01-08 12:29:27 PM,"40,3731231689453",US/Eastern
2809,2809,WUSETWES Index,USDA WASDE Wheat End Stock,US,SECTOR DESCRIPTION: This data represents US Department of Agriculture World Agriculture Supply and Demand Estimates Wheat stock.<P>SOURCE: http://usda.mannlib.cornell.edu/MannUsda/viewDocumentInfo.do?documentID=1194<P>UPDATE INFO: Data is updated on a monthly basis. <P>CALCULATIONS: Data is taken directly from the source without any manipulation.<P>SOURCE METHODOLOGY: N/A.<P>HISTORICAL CONSIDERATIONS:  N/A.<P>DATA DISCOVERY: Please see {ALLX WUSE <GO>}<P>RELATED SECTOR/FUNCTIONS: {FDM <GO>},12:00,Monthly,United States Department of Ag,1990-01-31 12:00:00 AM,Million Bushels,1,2016-01-08 12:29:29 PM,"163,811172485352",US/Eastern
2810,2810,CUSEPROD Index,USDA WASDE Corn Production,US,SECTOR DESCRIPTION: This data represents the USDA's 'World Agricultural Supply and Demand Estimates' report. USDA's initial assessment of U.S. and world crop supply and demand prospects. Current data represents the most recent forecast.<P>SOURCE: http://www.usda.gov/oce/commodity/wasde/<P>UPDATE INFO: Data updates on a monthly basis - The report is released around the 11th of each month to revise annual data.<P>CALCULATIONS: Data is taken directly from the source without any manipulation.<P>SOURCE METHODOLOGY: N/A<P>HISTORICAL CONSIDERATIONS: N/A<P>DATA DISCOVERY: Please see {ALLX CEJJ <GO>}<P>RELATED SECTORS/FUNCTIONS: N/A,12:00,Monthly,United States Department of Ag,1990-01-31 12:00:00 AM,million bushels,1,2016-01-08 12:29:31 PM,"6556,11572265625",US/Eastern
2811,2811,SUSEPROD Index,USDA WASDE Soybean Production,US,"All of the tickers within sector SUSE {ALLX SUSE <go>} reflect the Projected numbers for the next market year from the WASDE monthly report. The table within the report is named World Soybean Supply and Use and the individual categories are Beginning Stocks, Production, Imports, Domestic Crush, Domestic Total, Exports, and Ending Stocks. The tail following SUSE denotes what the ticker reflects. Thus SUSEPROD is for Soybean Production.",12:00,Monthly,United States Department of Ag,1990-01-31 12:00:00 AM,Million Bushels,1,2016-01-08 12:29:33 PM,"1618,74279785156",US/Eastern
2812,2812,WUSETWPR Index,USDA WASDE Wheat Production,US,SECTOR DESCRIPTION: This data represents US Department of Agriculture World Agriculture Supply and Demand Estimates Wheat stock.<P>SOURCE: http://usda.mannlib.cornell.edu/MannUsda/viewDocumentInfo.do?documentID=1194<P>UPDATE INFO: Data is updated on a monthly basis. <P>CALCULATIONS: Data is taken directly from the source without any manipulation.<P>SOURCE METHODOLOGY: N/A.<P>HISTORICAL CONSIDERATIONS:  N/A.<P>DATA DISCOVERY: Please see {ALLX WUSE <GO>}<P>RELATED SECTOR/FUNCTIONS: {FDM <GO>},12:00,Monthly,United States Department of Ag,1990-01-31 12:00:00 AM,Million Bushels,1,2016-01-08 12:29:35 PM,"670,429748535156",US/Eastern
2813,2813,TUSEEXPO Index,USDA WASDE Cotton Exports,US,SECTOR DESCRIPTION: This data represents US Department of Agriculture World Agriculture Supply and Demand Estimates Supply & Use US Cotton statistics.<P>SOURCE: http://usda.mannlib.cornell.edu/MannUsda/viewDocumentInfo.do?documentID=1194 <P>UPDATE INFO: Data is updated on a monthly basis.<P>CALCULATIONS: Data is taken directly from the source without any manipulation.<P>SOURCE METHODOLOGY: N/A.<P>HISTORICAL CONSIDERATIONS:  N/A.<P>DATA DISCOVERY: Please see {ALLX TUSE <GO>}<P>RELATED SECTOR/FUNCTIONS: {FDM <GO>},12:00,Monthly,United States Department of Ag,1996-05-31 12:00:00 AM,Million Bales,1,2016-01-08 12:29:37 PM,"5,39671897888184",US/Eastern
2814,2814,TUSEPROD Index,USDA WASDE Cotton Production,US,SECTOR DESCRIPTION: This data represents US Department of Agriculture World Agriculture Supply and Demand Estimates Supply & Use US Cotton statistics.<P>SOURCE: http://usda.mannlib.cornell.edu/MannUsda/viewDocumentInfo.do?documentID=1194 <P>UPDATE INFO: Data is updated on a monthly basis.<P>CALCULATIONS: Data is taken directly from the source without any manipulation.<P>SOURCE METHODOLOGY: N/A.<P>HISTORICAL CONSIDERATIONS:  N/A.<P>DATA DISCOVERY: Please see {ALLX TUSE <GO>}<P>RELATED SECTOR/FUNCTIONS: {FDM <GO>},12:00,Monthly,United States Department of Ag,1996-05-31 12:00:00 AM,Million Bales,1,2016-01-08 12:29:38 PM,"7,68797159194946",US/Eastern
2815,2815,SLGTCATT Index,USDA Cattle Slaughter,US,This data is taken from the USDA 'Estimated Daily Livestock Slaughter under Federal Inspection' report found at {http://www.ams.usda.gov/mnreports/sj_ls710.txt}.,14:00,Daily,United States Department of Ag,1999-08-09 12:00:00 AM,head,1,2016-01-08 12:29:40 PM,"10437,984375",US/Eastern
2816,2816,SLGTHOGS Index,USDA Hog Slaughter,US,This data is taken from the USDA 'Estimated Daily Livestock Slaughter under Federal Inspection' report found at {http://www.ams.usda.gov/mnreports/sj_ls710.txt}.,14:00,Daily,United States Department of Ag,1999-08-09 12:00:00 AM,head,1,2016-01-08 12:29:43 PM,"26989,0859375",US/Eastern
2817,2817,TUSEENDS Index,USDA WASDE Cotton End Stock,US,SECTOR DESCRIPTION: This data represents US Department of Agriculture World Agriculture Supply and Demand Estimates Supply & Use US Cotton statistics.<P>SOURCE: http://usda.mannlib.cornell.edu/MannUsda/viewDocumentInfo.do?documentID=1194 <P>UPDATE INFO: Data is updated on a monthly basis.<P>CALCULATIONS: Data is taken directly from the source without any manipulation.<P>SOURCE METHODOLOGY: N/A.<P>HISTORICAL CONSIDERATIONS:  N/A.<P>DATA DISCOVERY: Please see {ALLX TUSE <GO>}<P>RELATED SECTOR/FUNCTIONS: {FDM <GO>}                                           This ticker covers all cotton held in all warehouses in the US.,12:00,Monthly,United States Department of Ag,1996-05-31 12:00:00 AM,Million Bales,1,2016-01-08 12:29:45 PM,"2,22302269935608",US/Eastern
2818,2818,CATTLE7P Index,NASS Cattle on Feed Feedlots,US,"SECTOR DESCRIPTION: This data represents cattle on feed, US states. ***Indice CATTLE 7 use to be 7 states but latest souce has it broken down to 12 states plus others as of June 2014 -    All data is reported for the end of the month are actual numbers for  the first day of the following month. For example Jan 31 = Feb. 1. Cattle on feed are animals being fed a ration of grain, silage, hay and/or protein supplement for slaughter market that are expected to produce a carcass that will grade select or better. It excludes cattle being 'backgrounded only' for later sale as feeders or later placement in another feedlot. Placements are cattle put into a feedlot, fed a ration which will produce a carcass that will grade select or better, and are intended for the slaughter market. Marketings are cattle shipped out of feedlots to a slaughter market. Other disappearance includes death loss, movement from feedlots to pasture, and shipments to other feedlots for further feeding.<P>SOURCE: http://u",23:59,Monthly,United States Department of Ag,1991-01-31 12:00:00 AM,YoY% Change,1,2016-01-08 12:29:47 PM,"2,48464012145996",US/Eastern
2819,2818,CATTLEMP Index,NASS Cattle on Feed Marketing,US,"SECTOR DESCRIPTION: This data represents cattle on feed, US states. ***Indice CATTLE 7 use to be 7 states but latest souce has it broken down to 12 states plus others as of June 2014 -    All data is reported for the end of the month are actual numbers for  the first day of the following month. For example Jan 31 = Feb. 1. Cattle on feed are animals being fed a ration of grain, silage, hay and/or protein supplement for slaughter market that are expected to produce a carcass that will grade select or better. It excludes cattle being 'backgrounded only' for later sale as feeders or later placement in another feedlot. Placements are cattle put into a feedlot, fed a ration which will produce a carcass that will grade select or better, and are intended for the slaughter market. Marketings are cattle shipped out of feedlots to a slaughter market. Other disappearance includes death loss, movement from feedlots to pasture, and shipments to other feedlots for further feeding.<P>SOURCE: http://u",23:59,Monthly,United States Department of Ag,1991-01-31 12:00:00 AM,YoY% Change,1,2016-01-08 12:29:49 PM,"3,98803329467773",US/Eastern
2820,2818,CATTLEPP Index,NASS Cattle on Feed Placements,US,"SECTOR DESCRIPTION: This data represents cattle on feed, US states. ***Indice CATTLE 7 use to be 7 states but latest souce has it broken down to 12 states plus others as of June 2014 -    All data is reported for the end of the month are actual numbers for  the first day of the following month. For example Jan 31 = Feb. 1. Cattle on feed are animals being fed a ration of grain, silage, hay and/or protein supplement for slaughter market that are expected to produce a carcass that will grade select or better. It excludes cattle being 'backgrounded only' for later sale as feeders or later placement in another feedlot. Placements are cattle put into a feedlot, fed a ration which will produce a carcass that will grade select or better, and are intended for the slaughter market. Marketings are cattle shipped out of feedlots to a slaughter market. Other disappearance includes death loss, movement from feedlots to pasture, and shipments to other feedlots for further feeding.<P>SOURCE: http://u",23:59,Monthly,United States Department of Ag,1991-01-31 12:00:00 AM,YoY% Change,1,2016-01-08 12:29:50 PM,"6,39924287796021",US/Eastern
2821,2821,ACRECRNP Index,USDA Acreage Corn Planted,US,"SECTOR DESCRIPTION: This data represents USDA agricultural commodities such as barley, canola, cotton, corn, durum wheat, flaxseeds, mustard, oats, spring wheat, peanuts, rapeseeds, rice, rye, sunflower, sorghum, soybeans, sugarbeet, sugarcane, wheat and winter wheat annual acreage planted and harvested data.<P>SOURCE: http://www.usda.gov/wps/portal/usda/usdahome?navid=AGENCY_REPORTS<P>UPDATE INFO: The USDA Annual Acreage Report is updated once per year at the end of June.<P>CALCULATIONS: Data is taken directly from the source without any manipulation.<P>SOURCE METHODOLOGY: N/A<P>HISTORICAL CONSIDERATIONS: N/A<P>DATA DISCOVERY: {ALLX ACRE <GO>}<P>RELATED SECTORS/FUNCTIONS: {FDM <GO>}<p><P><P>                   History is stored independently for quarterly and yearly frequencies.           HP values for these frequencies may not match each other. Note that when only one frequency is stored in history, for the other frequencies, history is derived from that of the stored frequency.  For",12:00,Quarterly,United States Department of Ag,1926-06-30 12:00:00 AM,1000 Acres,1,2016-01-08 12:29:52 PM,0,US/Eastern
